duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_count
195800,0,0.706,0.6,4,-5.648,0,0.0736,0.116,0.0,0.305,0.345,81.028,4,1
137706,0,0.313,0.768,1,-7.539,1,0.0772,0.00457,0.0687,0.175,0.0389,115.987,3,1
133760,0,0.82,0.816,2,-5.738,1,0.0584,0.355,2.79e-05,0.0695,0.965,122.966,4,2
212529,0,0.62,0.992,6,-3.111,1,0.0973,0.153,0.0,0.368,0.786,141.998,4,1
250453,0,0.527,0.833,5,-5.11,0,0.212,0.0337,0.0,0.0586,0.832,84.041,4,2
144250,0,0.489,0.752,2,-5.422,1,0.0372,0.665,0.000669,0.55,0.179,192.133,4,1
384010,0,0.278,0.0787,9,-29.135,0,0.0582,0.76,0.568,0.944,0.0962,120.441,4,1
226400,0,0.57,0.698,1,-10.008,1,0.0348,0.224,0.857,0.153,0.715,116.416,5,2
224293,0,0.547,0.714,10,-8.839,1,0.0573,0.0516,0.0371,0.227,0.62,135.283,4,2
262133,0,0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777,4,1
156577,1,0.785,0.596,0,-8.7,1,0.0526,0.439,0.0,0.12,0.71,93.45,4,2
124240,0,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,2
208615,0,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,3,1
303106,0,0.602,0.476,8,-7.278,1,0.028,0.854,0.372,0.103,0.301,118.417,4,3
210476,0,0.572,0.956,10,-3.605,0,0.0418,0.0104,0.000188,0.205,0.0375,125.998,4,1
223933,0,0.753,0.95,8,-5.09,0,0.16,0.0104,6.32e-06,0.134,0.868,144.02,4,1
178065,0,0.554,0.253,10,-14.187,1,0.0353,0.895,0.00908,0.0777,0.23,136.02,4,1
380999,0,0.117,0.224,5,-22.045,1,0.0381,0.944,0.963,0.0992,0.0335,87.464,4,1
167509,0,0.372,0.0651,7,-24.487,1,0.0511,0.984,0.858,0.132,0.219,64.066,4,1
175253,1,0.653,0.166,4,-16.146,0,0.0384,0.681,0.484,0.277,0.0718,100.018,4,1
68423,0,0.535,0.455,0,-14.741,0,0.0643,0.557,0.228,0.169,0.775,73.372,3,1
146235,0,0.69,0.43,10,-10.796,1,0.029,0.378,0.839,0.119,0.264,135.996,4,1
170645,0,0.683,0.892,6,-7.015,1,0.0563,0.0462,0.839,0.0973,0.467,128.008,4,2
197616,0,0.311,0.281,1,-11.205,1,0.103,0.991,0.0,0.303,0.289,58.228,3,1
224773,0,0.719,0.575,7,-5.976,1,0.0898,0.742,1.7e-05,0.072,0.775,172.228,4,1
198573,0,0.298,0.536,7,-10.784,0,0.0358,0.00849,0.901,0.247,0.128,132.107,3,1
144570,0,0.727,0.438,0,-7.393,0,0.0546,0.423,2.83e-05,0.113,0.359,81.017,4,2
183373,0,0.352,0.859,1,-5.102,1,0.163,1.69e-05,0.538,0.262,0.386,177.914,3,1
177316,1,0.876,0.47,0,-11.441,1,0.332,0.183,0.000214,0.143,0.583,132.926,5,2
346733,0,0.471,0.604,4,-6.014,0,0.0286,0.00161,0.154,0.166,0.187,137.388,4,1
166786,0,0.594,0.207,2,-14.937,1,0.0335,0.862,0.0346,0.208,0.288,136.911,4,1
729147,1,0.927,0.809,10,-6.266,0,0.0802,0.000378,0.0158,0.068,0.501,117.531,4,2
143733,0,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,1
631703,0,0.78,0.415,0,-16.044,0,0.0463,0.625,0.862,0.117,0.516,126.275,3,1
90786,0,0.33,0.0423,3,-23.181,1,0.0496,0.99,0.868,0.108,0.284,86.81,4,4
228813,0,0.484,0.297,4,-8.937,0,0.0252,0.579,1.99e-06,0.122,0.102,91.023,4,1
188499,0,0.708,0.575,11,-9.16,0,0.127,0.0314,0.0201,0.335,0.128,135.216,4,1
266866,0,0.837,0.762,9,-6.02,0,0.048,0.267,6.76e-06,0.583,0.912,130.014,4,1
326826,0,0.375,0.939,7,-5.123,1,0.0904,0.000363,0.000302,0.1,0.163,120.195,4,1
134333,0,0.512,0.393,2,-12.686,1,0.0635,0.802,1.42e-05,0.23,0.688,102.907,1,1
304613,0,0.224,0.918,4,-6.678,0,0.131,9.23e-05,0.0,0.0837,0.108,90.086,4,1
140000,0,0.429,0.361,2,-11.757,1,0.0656,0.538,0.0,0.133,0.4,98.087,4,1
171587,0,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,4,3
202946,0,0.488,0.618,1,-7.483,1,0.0446,0.473,0.0,0.3,0.77,143.222,3,2
270857,0,0.462,0.947,6,-8.183,0,0.05,6.29e-05,0.89,0.176,0.135,140.003,4,1
178933,0,0.628,0.345,4,-12.036,1,0.0304,0.71,0.0578,0.114,0.331,140.985,4,1
123576,0,0.847,0.639,6,-7.339,1,0.233,0.0901,0.00377,0.111,0.763,75.462,4,1
199013,0,0.439,0.925,9,-5.373,1,0.0454,0.00113,0.0,0.352,0.612,147.097,4,1
153600,0,0.601,0.942,0,-2.765,1,0.328,0.00282,0.427,0.0951,0.224,150.035,4,1
163680,0,0.688,0.726,0,-4.85,1,0.0284,0.188,0.0,0.0624,0.964,126.813,4,1
216306,0,0.426,0.208,2,-14.852,0,0.039,0.984,0.0186,0.097,0.374,94.51,4,1
311333,0,0.355,0.775,9,-5.956,0,0.0935,0.184,0.0,0.0674,0.448,90.458,4,1
210546,0,0.749,0.672,2,-8.115,1,0.0544,0.638,3.99e-05,0.0962,0.853,94.084,4,3
149186,0,0.609,0.518,7,-10.162,1,0.0327,0.155,4.22e-06,0.131,0.849,106.644,4,1
162782,0,0.163,0.0094,2,-33.708,1,0.0354,0.987,0.874,0.104,0.138,72.478,3,1
246706,0,0.671,0.497,0,-9.787,0,0.0552,0.171,0.536,0.101,0.114,95.005,4,1
221693,0,0.619,0.901,11,-4.173,0,0.0563,0.0975,0.0457,0.178,0.501,123.004,4,2
229266,0,0.0803,0.94,7,-7.451,0,0.0951,4.04e-06,0.905,0.34,0.187,179.145,4,1
205851,0,0.504,0.889,2,-4.533,1,0.0737,0.0489,0.0,0.19,0.367,165.047,4,2
189906,0,0.277,0.592,0,-4.444,1,0.0322,0.284,8.1e-05,0.839,0.23,111.743,4,1
224253,0,0.416,0.914,4,-5.119,1,0.041,0.0145,3.01e-05,0.126,0.322,140.121,4,1
155333,0,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,4,1
216600,0,0.614,0.0502,3,-23.896,1,0.0603,0.995,0.956,0.101,0.123,99.901,4,1
186540,0,0.663,0.612,10,-11.542,0,0.375,0.0611,0.0,0.34,0.824,175.849,4,1
329200,0,0.509,0.561,11,-10.035,0,0.0259,0.0763,0.00323,0.286,0.749,174.011,4,1
103100,0,0.417,0.981,9,-3.58,1,0.134,2.81e-05,1.23e-06,0.155,0.227,99.253,4,1
266641,0,0.595,0.486,7,-11.893,1,0.0266,0.32,0.0332,0.132,0.297,144.042,4,2
169317,0,0.55,0.0502,2,-26.362,1,0.0462,0.995,0.886,0.0891,0.385,134.892,3,1
198769,0,0.704,0.601,0,-6.532,0,0.0373,0.487,0.0,0.128,0.884,97.019,4,1
322560,0,0.23,0.26,1,-10.575,1,0.0339,0.538,0.0,0.115,0.165,116.226,4,1
227833,0,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,2
171428,0,0.739,0.915,2,-6.656,1,0.06,0.00708,0.916,0.442,0.32,125.997,4,1
172149,0,0.618,0.882,11,-4.673,0,0.0414,0.0521,0.0,0.165,0.388,106.995,4,2
129817,0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,2
341177,0,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71e-06,0.125,0.168,155.701,4,1
186786,0,0.436,0.184,10,-15.398,1,0.0288,0.895,0.000414,0.204,0.423,89.051,4,1
173093,1,0.35,0.894,9,-4.587,0,0.0706,0.0204,0.0,0.138,0.46,167.321,4,1
713191,0,0.415,0.53,9,-9.338,0,0.0314,0.00209,0.75,0.11,0.0586,114.174,1,1
161373,0,0.59,0.299,4,-8.699,0,0.0476,0.827,0.000182,0.846,0.598,121.543,4,2
201290,0,0.707,0.839,2,-8.239,1,0.0408,0.172,0.815,0.0986,0.231,123.983,4,1
243716,0,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,1
159933,0,0.568,0.811,3,-6.509,0,0.0358,0.473,0.0997,0.261,0.966,136.987,4,1
275293,0,0.591,0.395,1,-12.134,0,0.026,0.332,0.0167,0.121,0.217,95.955,4,1
233573,0,0.747,0.511,9,-15.605,0,0.266,0.139,0.0,0.0849,0.72,120.114,5,1
194013,0,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,1
151558,0,0.577,0.894,9,-2.555,1,0.0413,0.0104,0.0,0.36,0.77,127.513,4,1
273666,0,0.421,0.865,7,-6.677,0,0.16,0.104,3.85e-06,0.728,0.58,145.475,4,1
250666,0,0.374,0.0388,10,-23.212,1,0.0563,0.993,0.923,0.117,0.0998,124.013,4,1
197393,0,0.328,0.906,0,-5.707,1,0.0709,0.00133,6.52e-06,0.349,0.571,149.674,4,1
151714,1,0.805,0.667,0,-7.024,1,0.0893,0.0737,0.0,0.0661,0.722,140.062,4,1
144009,0,0.446,0.621,10,-5.065,1,0.037,0.721,0.0,0.0881,0.867,113.896,4,1
256506,0,0.616,0.791,9,-6.246,1,0.0293,0.0599,3.97e-06,0.318,0.589,126.764,4,1
220538,1,0.462,0.99,1,-3.175,0,0.211,0.000103,0.0,0.374,0.204,137.061,4,2
166546,0,0.52,0.27,8,-9.806,1,0.0299,0.616,0.0,0.109,0.509,110.789,4,2
225767,0,0.269,0.489,4,-11.099,1,0.0303,0.0972,0.0935,0.102,0.277,180.247,4,1
238000,0,0.332,0.922,4,-9.228,0,0.0645,0.000153,0.894,0.744,0.175,170.098,4,1
281757,0,0.413,0.923,9,-4.487,1,0.053,9.24e-06,0.00102,0.0883,0.504,150.059,4,1
176953,0,0.735,0.589,7,-5.75,1,0.0417,0.179,0.0,0.206,0.471,102.054,4,3
246186,0,0.384,0.408,9,-9.064,1,0.0278,0.263,0.000352,0.127,0.292,79.463,4,2
196457,0,0.694,0.914,8,-3.563,0,0.069,0.00187,0.0557,0.0916,0.395,174.973,4,2
169119,0,0.619,0.189,10,-15.253,1,0.0367,0.903,0.00106,0.189,0.511,103.486,4,2
199500,0,0.694,0.687,1,-7.87,0,0.0368,0.0772,5.29e-06,0.0754,0.246,119.995,4,3
218133,0,0.45,0.501,4,-12.611,1,0.0712,0.49,2.51e-05,0.552,0.327,84.841,4,1
249273,0,0.704,0.933,0,-2.383,0,0.0863,0.357,0.0,0.353,0.895,127.965,4,1
165386,0,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,4,1
378026,0,0.682,0.532,7,-14.121,1,0.0966,0.0155,0.00041,0.128,0.614,95.007,4,2
129332,0,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,1
212000,0,0.629,0.653,4,-12.578,0,0.0448,0.00615,0.734,0.143,0.853,117.13,4,1
189915,0,0.512,0.899,5,-5.818,1,0.0406,0.000672,0.00118,0.239,0.652,74.999,4,1
232733,0,0.571,0.851,1,-9.873,1,0.087,0.0107,3.6e-05,0.346,0.644,164.98,5,1
160042,0,0.621,0.417,2,-9.719,1,0.0324,0.303,9.18e-06,0.31,0.204,133.902,4,1
445406,0,0.602,0.916,9,-5.91,0,0.0413,0.00277,0.56,0.0864,0.036,122.997,4,2
281493,0,0.533,0.778,1,-7.344,1,0.0321,0.0125,0.683,0.649,0.286,100.002,3,1
156265,1,0.713,0.492,1,-7.624,0,0.0784,0.477,0.0,0.104,0.396,82.519,4,2
442773,0,0.227,0.867,3,-6.857,0,0.063,0.00189,3.52e-06,0.959,0.191,119.487,4,1
218322,0,0.505,0.73,4,-4.907,1,0.0539,0.595,8.03e-06,0.104,0.208,155.004,4,3
127058,0,0.794,0.731,9,-5.379,0,0.0423,0.0166,0.0,0.155,0.862,140.021,4,1
135400,0,0.215,0.0538,2,-25.791,1,0.051,0.979,0.000551,0.52,0.0745,79.3,3,7
300306,0,0.666,0.371,11,-8.471,1,0.0274,0.502,4.55e-05,0.211,0.468,100.258,4,1
349680,0,0.794,0.853,5,-9.631,1,0.0595,0.00145,0.582,0.0648,0.371,125.014,4,3
148081,0,0.864,0.259,3,-12.584,1,0.0428,0.192,0.0,0.0935,0.829,90.027,4,1
236579,0,0.652,0.372,0,-8.823,0,0.035,0.832,2.86e-06,0.117,0.13,118.934,4,1
404386,1,0.607,0.804,9,-5.209,0,0.0296,0.00116,0.0,0.159,0.469,139.983,4,1
231376,0,0.621,0.618,7,-6.575,0,0.041,0.676,0.234,0.0662,0.962,95.057,4,1
198680,1,0.786,0.95,0,-2.782,0,0.056,0.11,0.0,0.121,0.756,100.073,4,1
212500,1,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,4
70500,0,0.54,0.906,11,-5.905,1,0.0497,0.0132,0.85,0.399,0.403,150.029,4,2
181914,0,0.617,0.227,1,-9.59,1,0.0321,0.815,0.0,0.102,0.367,94.101,4,1
323179,0,0.344,0.328,0,-9.71,1,0.0361,0.833,1.29e-06,0.0731,0.525,83.927,4,3
167800,0,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,3,1
178840,0,0.598,0.564,0,-6.454,1,0.032,0.216,0.000204,0.277,0.43,147.619,4,1
206285,0,0.479,0.852,5,-6.573,1,0.0319,0.00467,0.0397,0.4,0.371,104.985,4,1
189356,0,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,4,1
217520,0,0.208,0.459,7,-5.928,0,0.0312,0.642,1.48e-06,0.414,0.232,80.359,4,1
222709,0,0.461,0.931,3,-2.419,0,0.0391,0.000139,0.000201,0.119,0.329,169.903,4,3
245948,1,0.235,0.988,2,-3.291,1,0.17,1.93e-05,0.814,0.158,0.194,171.599,4,1
240213,1,0.373,0.857,0,-3.546,1,0.0528,0.000999,0.00138,0.408,0.235,137.084,4,1
261549,0,0.613,0.49,10,-6.926,0,0.0283,0.565,6.26e-06,0.101,0.107,124.362,4,1
238133,0,0.535,0.942,8,-2.892,1,0.0625,0.034,0.0,0.191,0.812,157.03,4,1
153493,0,0.446,0.0891,5,-20.31,1,0.0399,0.991,4.39e-05,0.0953,0.221,92.73,4,1
125579,0,0.745,0.418,9,-7.27,0,0.0462,0.887,0.774,0.105,0.738,103.502,4,1
260741,0,0.215,0.971,9,-4.897,1,0.0761,3.67e-05,0.624,0.308,0.376,145.913,4,1
219230,0,0.398,0.347,4,-9.647,1,0.0351,0.595,0.00166,0.0858,0.344,129.891,4,2
289840,0,0.807,0.652,7,-6.131,1,0.0519,0.392,0.000108,0.0462,0.83,166.019,4,1
144406,0,0.555,0.863,10,-5.502,1,0.273,0.508,0.0,0.338,0.492,118.246,4,4
174266,0,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3,3
188320,1,0.567,0.95,5,-4.793,1,0.875,0.873,0.0,0.788,0.439,103.68,4,1
269413,0,0.289,0.881,4,-6.48,1,0.0715,3.87e-05,0.724,0.358,0.301,130.034,4,1
243160,0,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,4,1
174982,0,0.567,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061,4,1
161349,0,0.622,0.608,4,-8.494,0,0.0597,0.354,0.0,0.131,0.205,139.966,4,2
232330,0,0.809,0.902,1,-6.572,0,0.0745,0.00102,0.604,0.0451,0.0773,126.981,4,2
72426,0,0.572,0.407,9,-18.698,1,0.0717,0.948,0.911,0.181,0.15,103.807,3,1
231573,0,0.378,0.199,9,-18.971,1,0.186,0.778,1.71e-06,0.114,0.242,77.657,4,1
215440,0,0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,4,1
298905,0,0.549,0.432,1,-9.741,0,0.0295,0.655,0.227,0.0907,0.229,118.941,3,1
148971,0,0.624,0.452,0,-9.297,0,0.0361,0.027,1.44e-05,0.244,0.187,74.015,4,1
133200,0,0.343,0.447,2,-10.238,1,0.0327,0.742,0.0,0.308,0.536,90.833,3,1
174780,0,0.505,0.687,1,-11.207,1,0.0462,0.234,0.0,0.874,0.72,104.315,4,1
144080,0,0.691,0.776,0,-4.177,1,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,1
240640,0,0.433,0.366,2,-8.98,0,0.0311,0.0682,0.248,0.123,0.267,78.366,4,1
240613,0,0.696,0.776,0,-8.386,1,0.0367,0.0338,8.06e-05,0.384,0.248,124.972,4,1
214400,0,0.56,0.982,7,-2.949,0,0.04,0.0589,0.608,0.411,0.676,150.036,4,3
188387,1,0.899,0.579,5,-7.402,0,0.205,0.412,4.6e-05,0.108,0.713,92.974,4,1
189511,0,0.739,0.67,8,-8.459,0,0.0843,0.333,0.0,0.273,0.429,123.98,4,1
312751,0,0.494,0.874,8,-3.831,1,0.031,1.74e-05,0.0621,0.0873,0.485,124.064,4,1
243253,0,0.73,0.455,6,-5.467,1,0.0396,0.00372,0.0118,0.0649,0.763,133.996,4,1
295680,0,0.138,0.011,7,-38.928,1,0.0531,0.981,0.0499,0.0878,0.0398,73.057,3,3
245760,0,0.536,0.558,1,-6.787,1,0.0293,0.119,0.0,0.0819,0.127,125.078,4,2
199488,0,0.15,0.0055,8,-35.474,1,0.0424,0.935,0.841,0.0765,0.0468,62.383,4,1
249800,0,0.495,0.439,3,-11.327,0,0.0283,0.201,0.0,0.0707,0.546,174.663,3,1
187733,0,0.192,0.171,0,-17.621,1,0.0339,0.974,0.937,0.0958,0.0698,65.834,3,1
204418,0,0.506,0.726,5,-5.964,0,0.0366,0.00308,8.05e-05,0.266,0.266,128.044,4,2
195000,0,0.679,0.571,3,-8.997,0,0.0403,0.449,0.0136,0.271,0.824,99.984,4,1
208589,0,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,4,1
176333,0,0.662,0.88,7,-6.104,1,0.0356,0.109,1.36e-05,0.386,0.937,154.893,4,1
187293,0,0.538,0.857,7,-6.395,1,0.0494,0.725,0.0166,0.773,0.728,106.679,4,2
168145,1,0.515,0.949,1,-3.521,0,0.0806,0.000103,1.22e-05,0.348,0.308,124.069,4,1
381639,0,0.893,0.959,8,-7.981,0,0.169,0.00945,0.669,0.0845,0.45,126.017,4,3
166413,0,0.593,0.877,0,-3.825,0,0.0677,0.123,0.0,0.503,0.635,123.76,4,2
194671,0,0.367,0.978,5,-2.308,1,0.232,0.00146,0.0,0.113,0.639,135.15,4,1
85282,0,0.489,0.148,7,-13.927,1,0.0407,0.987,0.962,0.0652,0.315,105.921,3,1
201253,0,0.349,0.927,4,-4.155,1,0.0986,0.000126,0.0458,0.261,0.334,105.114,4,1
276243,0,0.505,0.854,4,-4.862,0,0.0537,0.0177,0.00523,0.352,0.541,179.976,4,1
237097,0,0.568,0.413,7,-13.594,1,0.0339,0.582,0.00541,0.535,0.634,75.866,4,1
228458,0,0.868,0.561,6,-8.507,0,0.0441,0.392,0.0,0.0719,0.797,128.014,4,1
151573,1,0.802,0.828,1,-3.601,1,0.0756,0.0217,0.0,0.0692,0.722,91.983,4,2
387593,0,0.753,0.831,1,-11.248,1,0.0378,0.00102,0.856,0.112,0.0358,124.986,4,1
181052,0,0.639,0.61,0,-6.101,1,0.0446,0.481,0.0,0.203,0.812,139.608,4,1
355440,0,0.812,0.502,5,-7.412,1,0.192,0.0546,0.000955,0.0834,0.608,116.814,4,1
291000,0,0.684,0.538,6,-6.935,1,0.0309,0.165,0.00332,0.387,0.638,82.539,4,1
237333,0,0.62,0.672,10,-5.859,0,0.0362,0.0604,2.54e-05,0.0684,0.719,67.54,4,3
89306,0,0.311,0.981,1,-5.816,0,0.136,0.00127,0.908,0.365,0.62,121.462,4,1
300000,0,0.395,0.161,8,-30.868,1,0.0562,0.894,0.341,0.12,0.0396,123.577,4,1
